time,value
3.7,2010-01-01,2010-12-31,-14.33056,"PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, US",1,GHCND:AQW00061705,METERS,-170.71361
13.4,2010-01-01,2010-12-31,9.48333,"YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM",0.7917,GHCND:FMW00040308,METERS,138.08333
36.6,2010-01-01,2010-12-31,6.9667,"POHNPEI WEATHER SERVICE OFFICE, FM",0.75,GHCND:FMW00040504,METERS,158.2167
1.5,2010-01-01,2010-12-31,7.45,"CHUUK WEATHER SERVICE OFFICE AIRPORT, FM",0.835,GHCND:FMW00040505,METERS,151.83333
77.4,2010-01-01,2010-12-31,13.48333,"GUAM INTERNATIONAL AIRPORT, US",1,GHCND:GQW00041415,METERS,144.8
32.2,2010-01-01,2010-12-31,7.33333,"KOROR WEATHER SERVICE OFFICE, PS",0.7917,GHCND:PSW00040309,METERS,134.48333
2.1,2010-01-01,2010-12-31,8.73333,KWAJALEIN,1,GHCND:RMW00040604,METERS,167.73333
3,2010-01-01,2010-12-31,7.06497,"MAJURO WBAS AIRPORT, RM",0.7917,GHCND:RMW00040710,METERS,171.27203
2.7,2010-01-01,2010-12-31,18.4325,"SAN JUAN L M MARIN INTERNATIONAL AIRPORT, US",1,GHCND:RQW00011641,METERS,-66.01083
901.3,2010-01-01,2010-12-31,48.3042,"KALISPELL GLACIER AIRPORT, MT US",1,GHCND:USC00244558,METERS,-114.2636
2134.5,2010-01-01,2010-12-31,35.1441,"FLAGSTAFF PULLIAM AIRPORT, AZ US",1,GHCND:USW00003103,METERS,-111.6663
645.3,2010-01-01,2010-12-31,35.4319,"ASHEVILLE AIRPORT, NC US",1,GHCND:USW00003812,METERS,-82.5375
104.5,2010-01-01,2010-12-31,32.6847,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",1,GHCND:USW00003813,METERS,-83.6527
125.9,2010-01-01,2010-12-31,37.0563,"PADUCAH BARKLEY REGIONAL AIRPORT, KY US",1,GHCND:USW00003816,METERS,-88.7744
40.2,2010-01-01,2010-12-31,33.3644,"AUGUSTA BUSH FIELD AIRPORT, GA US",1,GHCND:USW00003820,METERS,-81.9633
14,2010-01-01,2010-12-31,32.13133,"SAVANNAH INTERNATIONAL AIRPORT, GA US",1,GHCND:USW00003822,METERS,-81.20237
190.2,2010-01-01,2010-12-31,34.64389,"HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD, AL US",1,GHCND:USW00003856,METERS,-86.78611
251.2,2010-01-01,2010-12-31,38.365,"HUNTINGTON TRI STATE AIRPORT, WV US",1,GHCND:USW00003860,METERS,-82.555
287.4,2010-01-01,2010-12-31,34.8842,"GRNVL SPART INTERNATIONAL AIRPORT, SC US",1,GHCND:USW00003870,METERS,-82.2209
766.3,2010-01-01,2010-12-31,37.7836,"BECKLEY RALEIGH CO AIRPORT, WV US",1,GHCND:USW00003872,METERS,-81.123
416.1,2010-01-01,2010-12-31,37.59139,"JACKSON JULIAN CARROLL AIRPORT, KY US",1,GHCND:USW00003889,METERS,-83.31444
170.7,2010-01-01,2010-12-31,32.8978,"DAL FTW WSCMO AIRPORT, TX US",1,GHCND:USW00003927,METERS,-97.0189
402.6,2010-01-01,2010-12-31,37.6475,"WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US",1,GHCND:USW00003928,METERS,-97.43
2.7,2010-01-01,2010-12-31,30.12472,"LAKE CHARLES REGIONAL AIRPORT, LA US",1,GHCND:USW00003937,METERS,-93.22833
100.6,2010-01-01,2010-12-31,32.3205,"JACKSON INTERNATIONAL AIRPORT, MS US",1,GHCND:USW00003940,METERS,-90.0777
272.2,2010-01-01,2010-12-31,38.8169,"COLUMBIA REGIONAL AIRPORT, MO US",1,GHCND:USW00003945,METERS,-92.2183
306.3,2010-01-01,2010-12-31,39.2972,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",1,GHCND:USW00003947,METERS,-94.7306
486.2,2010-01-01,2010-12-31,42.2068,"BINGHAMTON GREATER AP, NY US",1,GHCND:USW00004725,METERS,-75.98
25.6,2010-01-01,2010-12-31,40.7939,"ISLIP LI MACARTHUR AIRPORT, NY US",1,GHCND:USW00004781,METERS,-73.1017
27.4,2010-01-01,2010-12-31,28.4339,"ORLANDO INTERNATIONAL AIRPORT, FL US",1,GHCND:USW00012815,METERS,-81.325
37.5,2010-01-01,2010-12-31,29.6919,"GAINESVILLE REGIONAL AIRPORT, FL US",1,GHCND:USW00012816,METERS,-82.2755
9.4,2010-01-01,2010-12-31,29.1828,"DAYTONA BEACH INTERNATIONAL AIRPORT, FL US",1,GHCND:USW00012834,METERS,-81.0483
4.6,2010-01-01,2010-12-31,26.585,"FORT MYERS PAGE FIELD AIRPORT, FL US",1,GHCND:USW00012835,METERS,-81.8614
1.2,2010-01-01,2010-12-31,24.555,"KEY WEST INTERNATIONAL AIRPORT, FL US",1,GHCND:USW00012836,METERS,-81.75222
8.8,2010-01-01,2010-12-31,25.7881,"MIAMI INTERNATIONAL AIRPORT, FL US",1,GHCND:USW00012839,METERS,-80.3169
5.8,2010-01-01,2010-12-31,27.96194,"TAMPA INTERNATIONAL AIRPORT, FL US",1,GHCND:USW00012842,METERS,-82.5403
8.5,2010-01-01,2010-12-31,27.651,"VERO BEACH INTERNATIONAL AIRPORT, FL US",1,GHCND:USW00012843,METERS,-80.4199
5.8,2010-01-01,2010-12-31,26.6847,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",1,GHCND:USW00012844,METERS,-80.0994
35.1,2010-01-01,2010-12-31,28.8614,"VICTORIA REGIONAL AIRPORT, TX US",1,GHCND:USW00012912,METERS,-96.9303
1.2,2010-01-01,2010-12-31,29.99691,"NEW ORLEANS AIRPORT, LA US",1,GHCND:USW00012916,METERS,-90.27751
4.9,2010-01-01,2010-12-31,29.95056,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",1,GHCND:USW00012917,METERS,-94.02056
7.3,2010-01-01,2010-12-31,25.9141,"BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT, TX US",1,GHCND:USW00012919,METERS,-97.423
240.5,2010-01-01,2010-12-31,29.5443,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",1,GHCND:USW00012921,METERS,-98.4839
13.4,2010-01-01,2010-12-31,27.7742,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",1,GHCND:USW00012924,METERS,-97.5122
29,2010-01-01,2010-12-31,29.98,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",1,GHCND:USW00012960,METERS,-95.36
126.8,2010-01-01,2010-12-31,35.8923,"RALEIGH AIRPORT, NC US",1,GHCND:USW00013722,METERS,-78.7819
271.3,2010-01-01,2010-12-31,36.0969,"GREENSBORO AIRPORT, NC US",1,GHCND:USW00013723,METERS,-79.9432
603.2,2010-01-01,2010-12-31,38.8853,"ELKINS RANDOLPH CO AIRPORT, WV US",1,GHCND:USW00013729,METERS,-79.8528
286.5,2010-01-01,2010-12-31,37.3208,"LYNCHBURG INTERNATIONAL AIRPORT, VA US",0.9257,GHCND:USW00013733,METERS,-79.2067
9.1,2010-01-01,2010-12-31,36.9033,"NORFOLK INTERNATIONAL AIRPORT, VA US",1,GHCND:USW00013737,METERS,-76.1922
3,2010-01-01,2010-12-31,39.87327,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",1,GHCND:USW00013739,METERS,-75.22678
50,2010-01-01,2010-12-31,37.51151,"RICHMOND INTERNATIONAL AIRPORT, VA US",1,GHCND:USW00013740,METERS,-77.32344
358.1,2010-01-01,2010-12-31,37.3169,"ROANOKE REGIONAL AIRPORT, VA US",1,GHCND:USW00013741,METERS,-79.9741
3,2010-01-01,2010-12-31,38.8472,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1,GHCND:USW00013743,METERS,-77.03454
10.1,2010-01-01,2010-12-31,34.2675,"WILMINGTON INTERNATIONAL AIRPORT, NC US",1,GHCND:USW00013748,METERS,-77.8997
24.1,2010-01-01,2010-12-31,39.6744,"WILMINGTON NEW CASTLE CO AIRPORT, DE US",1,GHCND:USW00013781,METERS,-75.60567
89.6,2010-01-01,2010-12-31,32.3347,"MERIDIAN KEY FIELD, MS US",1,GHCND:USW00013865,METERS,-88.7442
277.4,2010-01-01,2010-12-31,38.3794,"CHARLESTON YEAGER AIRPORT, WV US",1,GHCND:USW00013866,METERS,-81.59
239.3,2010-01-01,2010-12-31,33.948,"ATHENS BEN EPPS AIRPORT, GA US",1,GHCND:USW00013873,METERS,-83.3275
307.8,2010-01-01,2010-12-31,33.6301,"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US",1,GHCND:USW00013874,METERS,-84.4418
187.5,2010-01-01,2010-12-31,33.56556,"BIRMINGHAM AIRPORT, AL US",1,GHCND:USW00013876,METERS,-86.745
456.3,2010-01-01,2010-12-31,36.47967,"BRISTOL AIRPORT, TN US",1,GHCND:USW00013877,METERS,-82.39898
12.2,2010-01-01,2010-12-31,32.89943,"CHARLESTON INTL. AIRPORT, SC US",1,GHCND:USW00013880,METERS,-80.04075
221.9,2010-01-01,2010-12-31,35.2236,"CHARLOTTE DOUGLAS AIRPORT, NC US",1,GHCND:USW00013881,METERS,-80.9552
204.2,2010-01-01,2010-12-31,35.03362,"CHATTANOOGA AIRPORT, TN US",1,GHCND:USW00013882,METERS,-85.20044
68.6,2010-01-01,2010-12-31,33.9419,"COLUMBIA METROPOLITAN AIRPORT, SC US",1,GHCND:USW00013883,METERS,-81.1181
7.9,2010-01-01,2010-12-31,30.495,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",1,GHCND:USW00013889,METERS,-81.6936
293.2,2010-01-01,2010-12-31,35.8181,"KNOXVILLE AIRPORT, TN US",1,GHCND:USW00013891,METERS,-83.9858
77.4,2010-01-01,2010-12-31,35.0564,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1,GHCND:USW00013893,METERS,-89.9865
65.5,2010-01-01,2010-12-31,30.68833,"MOBILE REGIONAL AIRPORT, AL US",1,GHCND:USW00013894,METERS,-88.24556
61.6,2010-01-01,2010-12-31,32.2997,"MONTGOMERY AIRPORT, AL US",1,GHCND:USW00013895,METERS,-86.4075
182.9,2010-01-01,2010-12-31,36.11889,"NASHVILLE INTERNATIONAL AIRPORT, TN US",1,GHCND:USW00013897,METERS,-86.68917
34.1,2010-01-01,2010-12-31,30.47806,"PENSACOLA REGIONAL AIRPORT, FL US",1,GHCND:USW00013899,METERS,-87.18694
146.3,2010-01-01,2010-12-31,30.1831,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1,GHCND:USW00013904,METERS,-97.6799
77.4,2010-01-01,2010-12-31,32.4472,"SHREVEPORT REGIONAL AIRPORT, LA US",1,GHCND:USW00013957,METERS,-93.8244
204.2,2010-01-01,2010-12-31,30.3208,"AUSTIN CAMP MABRY, TX US",1,GHCND:USW00013958,METERS,-97.7604
152.4,2010-01-01,2010-12-31,31.61889,"WACO REGIONAL AIRPORT, TX US",1,GHCND:USW00013959,METERS,-97.22833
134.1,2010-01-01,2010-12-31,32.8519,"DALLAS FAA AIRPORT, TX US",1,GHCND:USW00013960,METERS,-96.8555
545.6,2010-01-01,2010-12-31,32.4105,"ABILENE REGIONAL AIRPORT, TX US",1,GHCND:USW00013962,METERS,-99.6822
78.6,2010-01-01,2010-12-31,34.7273,"LITTLE ROCK AIRPORT ADAMS FIELD, AR US",1,GHCND:USW00013963,METERS,-92.2389
136.9,2010-01-01,2010-12-31,35.333,"FORT SMITH REGIONAL AIRPORT, AR US",1,GHCND:USW00013964,METERS,-94.3625
310,2010-01-01,2010-12-31,33.9786,"WICHITA FALLS MUNICIPAL AIRPORT, TX US",1,GHCND:USW00013966,METERS,-98.4928
391.7,2010-01-01,2010-12-31,35.3889,"OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US",1,GHCND:USW00013967,METERS,-97.6006
198.1,2010-01-01,2010-12-31,36.1994,"TULSA INTERNATIONAL AIRPORT, OK US",1,GHCND:USW00013968,METERS,-95.8872
19.5,2010-01-01,2010-12-31,30.5372,"BATON ROUGE RYAN AIRPORT, LA US",1,GHCND:USW00013970,METERS,-91.1469
447.8,2010-01-01,2010-12-31,39.5514,"CONCORDIA ASOS, KS US",1,GHCND:USW00013984,METERS,-97.6508
787,2010-01-01,2010-12-31,37.7686,"DODGE CITY REGIONAL AIRPORT, KS US",1,GHCND:USW00013985,METERS,-99.9678
161.8,2010-01-01,2010-12-31,38.7525,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",1,GHCND:USW00013994,METERS,-90.3736
384.7,2010-01-01,2010-12-31,37.23985,"SPRINGFIELD WEATHER SERVICE OFFICE AIRPORT, MO US",1,GHCND:USW00013995,METERS,-93.39007
267,2010-01-01,2010-12-31,39.0725,"TOPEKA ASOS, KS US",1,GHCND:USW00013996,METERS,-95.6261
45.1,2010-01-01,2010-12-31,44.7978,"BANGOR INTERNATIONAL AIRPORT, ME US",1,GHCND:USW00014606,METERS,-68.8185
190.2,2010-01-01,2010-12-31,46.8705,"CARIBOU WEATHER FORECAST OFFICE, ME US",1,GHCND:USW00014607,METERS,-68.0173
95.1,2010-01-01,2010-12-31,40.1962,"MIDDLETOWN HARRISBURG INTERNATIONAL AIRPORT, PA US",1,GHCND:USW00014711,METERS,-76.7724
3.4,2010-01-01,2010-12-31,40.7792,"LA GUARDIA AIRPORT, NY US",1,GHCND:USW00014732,METERS,-73.88
218.2,2010-01-01,2010-12-31,42.9408,"BUFFALO NIAGARA INTERNATIONAL, NY US",1,GHCND:USW00014733,METERS,-78.7358
2.1,2010-01-01,2010-12-31,40.6825,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1,GHCND:USW00014734,METERS,-74.1694
85.3,2010-01-01,2010-12-31,42.74722,"ALBANY INTERNATIONAL AIRPORT, NY US",1,GHCND:USW00014735,METERS,-73.79912
118.9,2010-01-01,2010-12-31,40.64985,"ALLENTOWN LEHIGH VALLEY INTERNATIONAL AIRPORT, PA US",1,GHCND:USW00014737,METERS,-75.44771
3.7,2010-01-01,2010-12-31,42.3606,"BOSTON, MA US",1,GHCND:USW00014739,METERS,-71.0097
53.3,2010-01-01,2010-12-31,41.9375,"HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US",1,GHCND:USW00014740,METERS,-72.6819
100.6,2010-01-01,2010-12-31,44.4683,"BURLINGTON WEATHER SERVICE OFFICE AIRPORT, VT US",1,GHCND:USW00014742,METERS,-73.1499
104.5,2010-01-01,2010-12-31,43.2049,"CONCORD ASOS, NH US",1,GHCND:USW00014745,METERS,-71.50274
1911.4,2010-01-01,2010-12-31,44.2669,"MOUNT WASHINGTON, NH US",0.4549,GHCND:USW00014755,METERS,-71.2997
13.7,2010-01-01,2010-12-31,43.64222,"PORTLAND JETPORT, ME US",1,GHCND:USW00014764,METERS,-70.30444
16.8,2010-01-01,2010-12-31,41.7225,"PROVIDENCE, RI US",1,GHCND:USW00014765,METERS,-71.4325
164.3,2010-01-01,2010-12-31,43.1167,"ROCHESTER GREATER INTERNATIONAL, NY US",1,GHCND:USW00014768,METERS,-77.6767
125.9,2010-01-01,2010-12-31,43.1111,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",1,GHCND:USW00014771,METERS,-76.1038
283.5,2010-01-01,2010-12-31,41.3336,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1,GHCND:USW00014777,METERS,-75.7269
158.5,2010-01-01,2010-12-31,41.2433,"WILLIAMSPORT REGIONAL AIRPORT, PA US",1,GHCND:USW00014778,METERS,-76.9217
238,2010-01-01,2010-12-31,41.4057,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",1,GHCND:USW00014820,METERS,-81.852
248.7,2010-01-01,2010-12-31,39.9907,"PORT COLUMBUS INTERNATIONAL AIRPORT, OH US",1,GHCND:USW00014821,METERS,-82.877
234.7,2010-01-01,2010-12-31,42.9666,"FLINT BISHOP INTERNATIONAL AIRPORT, MI US",1,GHCND:USW00014826,METERS,-83.7494
241.1,2010-01-01,2010-12-31,40.9705,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",1,GHCND:USW00014827,METERS,-85.2063
261.8,2010-01-01,2010-12-31,42.7761,"LANSING CAPITAL CITY AIRPORT, MI US",1,GHCND:USW00014836,METERS,-84.5997
264,2010-01-01,2010-12-31,43.1405,"MADISON DANE CO REGIONAL AIRPORT, WI US",1,GHCND:USW00014837,METERS,-89.3452
204.2,2010-01-01,2010-12-31,42.955,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",1,GHCND:USW00014839,METERS,-87.9044
190.5,2010-01-01,2010-12-31,43.17111,"MUSKEGON CO AIRPORT, MI US",1,GHCND:USW00014840,METERS,-86.23667
198.1,2010-01-01,2010-12-31,40.6675,"PEORIA INTERNATIONAL AIRPORT, IL US",1,GHCND:USW00014842,METERS,-89.6839
220.1,2010-01-01,2010-12-31,46.4794,"SAULT STE MARIE SANDERSON FIELD, MI US",1,GHCND:USW00014847,METERS,-84.3572
235.6,2010-01-01,2010-12-31,41.7072,"SOUTH BEND AIRPORT, IN US",1,GHCND:USW00014848,METERS,-86.3163
355.7,2010-01-01,2010-12-31,41.2548,"YOUNGSTOWN WARREN REGIONAL AIRPORT, OH US",1,GHCND:USW00014852,METERS,-80.6737
222.2,2010-01-01,2010-12-31,42.0803,"ERIE INTERNATIONAL AIRPORT, PA US",1,GHCND:USW00014860,METERS,-80.1824
393.2,2010-01-01,2010-12-31,40.8204,"MANSFIELD LAHM REGIONAL AIRPORT, OH US",1,GHCND:USW00014891,METERS,-82.5178
369.7,2010-01-01,2010-12-31,40.9181,"AKRON CANTON AIRPORT, OH US",1,GHCND:USW00014895,METERS,-81.4435
209.4,2010-01-01,2010-12-31,44.4794,"GREEN BAY A S INTERNATIONAL AIRPORT, WI US",1,GHCND:USW00014898,METERS,-88.1366
436.8,2010-01-01,2010-12-31,46.8369,"DULUTH INTERNATIONAL AIRPORT, MN US",1,GHCND:USW00014913,METERS,-92.1833
274.3,2010-01-01,2010-12-31,46.9253,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",1,GHCND:USW00014914,METERS,-96.8111
256.6,2010-01-01,2010-12-31,47.9428,"GRAND FORKS INTERNATIONAL AIRPORT, ND US",1,GHCND:USW00014916,METERS,-97.1839
360.6,2010-01-01,2010-12-31,48.5614,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",1,GHCND:USW00014918,METERS,-93.3981
198.7,2010-01-01,2010-12-31,43.8788,"LA CROSSE MUNICIPAL AIRPORT, WI US",1,GHCND:USW00014920,METERS,-91.2527
265.8,2010-01-01,2010-12-31,44.8831,"MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US",1,GHCND:USW00014922,METERS,-93.2289
180.4,2010-01-01,2010-12-31,41.46528,"MOLINE QUAD CITY INTERNATIONAL AIRPORT, IL US",1,GHCND:USW00014923,METERS,-90.52333
397.5,2010-01-01,2010-12-31,43.9041,"ROCHESTER INTERNATIONAL AIRPORT, MN US",1,GHCND:USW00014925,METERS,-92.4916
307.5,2010-01-01,2010-12-31,45.5433,"ST CLOUD REGIONAL AIRPORT, MN US",1,GHCND:USW00014926,METERS,-94.0513
395.3,2010-01-01,2010-12-31,45.4433,"ABERDEEN REGIONAL AIRPORT, SD US",1,GHCND:USW00014929,METERS,-98.413
291.7,2010-01-01,2010-12-31,41.5338,"DES MOINES INTERNATIONAL AIRPORT, IA US",1,GHCND:USW00014933,METERS,-93.653
560.8,2010-01-01,2010-12-31,40.9611,"GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US",1,GHCND:USW00014935,METERS,-98.3136
